William J. Clinton,"June 12, 1999","Executive Order 13126—Prohibition of Acquisition of Products Produced by Forced or Indentured Child Labor"
William J. Clinton,"June 14, 1999","Executive Order 13127—Amendment to Executive Order 13073 Year 2000 Conversion"
William J. Clinton,"June 25, 1999","Executive Order 13128—Implementation of the Chemical Weapons Convention and the Chemical Weapons Convention Implementation Act"
William J. Clinton,"July 4, 1999","Executive Order 13129—Blocking Property and Prohibiting Transactions With the Taliban"
William J. Clinton,"July 14, 1999","Executive Order 13130—National Infrastructure Assurance Council"
William J. Clinton,"July 22, 1999","Executive Order 13131—Further Amendments to Executive Order 12757 Implementation of the Enterprise for the Americas Initiative"
William J. Clinton,"August 4, 1999","Executive Order 13132—Federalism"
William J. Clinton,"August 5, 1999","Executive Order 13133—Working Group on Unlawful Conduct on the Internet"
William J. Clinton,"August 12, 1999","Executive Order 13134—Developing and Promoting Biobased Products and Bioenergy"
William J. Clinton,"August 27, 1999","Executive Order 13135—Amendment to Executive Order 12216 President's Committee on the International Labor Organization"
William J. Clinton,"September 3, 1999","Executive Order 13136—Amendment to Executive Order 13090 President's Commission on the Celebration of Women in American History"
William J. Clinton,"September 15, 1999","Executive Order 13137—Further Amendment to Executive Order 12975 as Amended National Bioethics Advisory Commission"
William J. Clinton,"September 30, 1999","Executive Order 13138—Continuance of Certain Federal Advisory Committees"
William J. Clinton,"September 30, 1999","Executive Order 13139—Improving Health Protection of Military Personnel Participating in Particular Military Operations"
William J. Clinton,"October 6, 1999","Executive Order 13140—1999 Amendments to the Manual for Courts-Martial United States"
William J. Clinton,"November 16, 1999","Executive Order 13141—Environmental Review of Trade Agreements"
William J. Clinton,"November 19, 1999","Executive Order 13142—Amendment to Executive Order 12958—Classified National Security Information"
William J. Clinton,"December 1, 1999","Executive Order 13143—Amending Executive Order 10173 as Amended Prescribing Regulations Relating to the Safeguarding of Vessels Harbors Ports and Waterfront Facilities of the United States"
William J. Clinton,"December 21, 1999","Executive Order 13144—Adjustments of Certain Rates of Pay"
William J. Clinton,"February 2, 1998","Executive Order 13072—White House Millennium Council"
William J. Clinton,"February 4, 1998","Executive Order 13073—Year 2000 Conversion"
William J. Clinton,"February 9, 1998","Executive Order 13074—Amendment to Executive Order 12656"
William J. Clinton,"February 19, 1998","Executive Order 13075—Special Oversight Board for Department of Defense Investigations of Gulf War Chemical and Biological Incidents"
William J. Clinton,"February 24, 1998","Executive Order 13076—Ordering the Selected Reserve of the Armed Forces to Active Duty"
William J. Clinton,"March 10, 1998","Executive Order 13077—Further Amendment to Executive Order 13010 Critical Infrastructure Protection"
William J. Clinton,"March 13, 1998","Executive Order 13078—Increasing Employment of Adults With Disabilities"
William J. Clinton,"April 7, 1998","Executive Order 13079—Waiver Under the Trade Act of 1974 With Respect to Vietnam"
William J. Clinton,"April 7, 1998","Executive Order 13080—American Heritage Rivers Initiative Advisory Committee"
William J. Clinton,"April 30, 1998","Executive Order 13081—Amendment to Executive Order No. 13038 Advisory Committee on Public Interest Obligations of Digital Television Broadcasters"
William J. Clinton,"May 8, 1998","Executive Order 13082—Joint Mexican-United States Defense Commission"
William J. Clinton,"May 14, 1998","Executive Order 13083—Federalism"
William J. Clinton,"May 14, 1998","Executive Order 13084—Consultation and Coordination With Indian Tribal Governments"
William J. Clinton,"May 26, 1998","Executive Order 13085—Establishment of the Enrichment Oversight Committee"
William J. Clinton,"May 27, 1998","Executive Order 13086—1998 Amendments to the Manual for Courts-Martial United States"
William J. Clinton,"May 28, 1998","Executive Order 13087—Further Amendment to Executive Order 11478 Equal Employment Opportunity in the Federal Government"
William J. Clinton,"June 9, 1998","Executive Order 13088—Blocking Property of the Governments of the Federal Republic of Yugoslavia (Serbia and Montenegro) the Republic of Serbia and the Republic of Montenegro and Prohibiting New Investment in the Republic of Serbia in Response to the Situation in Kosovo"
William J. Clinton,"June 11, 1998","Executive Order 13089—Coral Reef Protection"
William J. Clinton,"June 29, 1998","Executive Order 13091—Administration of Arms Export Controls and Foreign Assistance"
William J. Clinton,"June 29, 1998","Executive Order 13090—President's Commission on the Celebration of Women in American History"
William J. Clinton,"July 24, 1998","Executive Order 13092—President's Information Technology Advisory Committee Amendments to Executive Order 13035"
William J. Clinton,"July 27, 1998","Executive Order 13093—American Heritage Rivers Amending Executive Orders 13061 and 13080"
William J. Clinton,"July 28, 1998","Executive Order 13094—Proliferation of Weapons of Mass Destruction"
William J. Clinton,"August 5, 1998","Executive Order 13095—Suspension of Executive Order 13083"
William J. Clinton,"August 6, 1998","Executive Order 13096—American Indian and Alaska Native Education"
William J. Clinton,"August 7, 1998","Executive Order 13097—Interparliamentary Union"
William J. Clinton,"August 18, 1998","Executive Order 13098—Blocking Property of UNITA and Prohibiting Certain Transactions With Respect to UNITA"
William J. Clinton,"August 20, 1998","Executive Order 13099—Prohibiting Transactions With Terrorists Who Threaten To Disrupt the Middle East Peace Process"
William J. Clinton,"August 25, 1998","Executive Order 13100—President's Council on Food Safety"
William J. Clinton,"September 14, 1998","Executive Order 13101—Greening the Government Through Waste Prevention Recycling and Federal Acquisition"
William J. Clinton,"September 25, 1998","Executive Order 13102—Further Amendment to Executive Order 13038 Advisory Committee on Public Interest Obligations of Digital Television Broadcasters"
William J. Clinton,"September 30, 1998","Executive Order 13103—Computer Software Piracy"
William J. Clinton,"October 19, 1998","Executive Order 13104—Amendment to Executive Order 13021 Tribal Colleges and Universities"
William J. Clinton,"November 2, 1998","Executive Order 13105—Open Enrollment Season for Participants in the Foreign Service Retirement and Disability System and the Central Intelligence Agency Retirement and Disability System"
William J. Clinton,"December 7, 1998","Executive Order 13106—Adjustments of Certain Rates of Pay and Delegation of a Federal Pay Administration Authority"
William J. Clinton,"December 10, 1998","Executive Order 13107—Implementation of Human Rights Treaties"
William J. Clinton,"December 11, 1998","Executive Order 13108—Further Amendment to Executive Order 13037 Commission To Study Capital Budgeting"
William J. Clinton,"December 17, 1998","Executive Order 13109—Half-Day Closing of Executive Departments and Agencies of the Federal Government on Thursday December 24 1998"
William J. Clinton,"January 30, 1997","Executive Order 13034—Extension of Presidential Advisory Committee on Gulf War Veterans' Illnesses"
William J. Clinton,"February 11, 1997","Executive Order 13035—Advisory Committee on High-Performance Computing and Communications Information Technology and the Next Generation Internet"
William J. Clinton,"February 15, 1997","Executive Order 13036—Establishing an Emergency Board To Investigate a Dispute Between American Airlines and Its Employees Represented by the Allied Pilots Association"
William J. Clinton,"February 26, 1997","Order-Designation Under Executive Order 12958"
William J. Clinton,"March 3, 1997","Executive Order 13037—Commission To Study Capital Budgeting"
William J. Clinton,"March 11, 1997","Executive Order 13038—Advisory Committee on the Public Interest Obligations of Digital Television Broadcasters"
William J. Clinton,"March 11, 1997","Executive Order 13039—Exclusion of the Naval Special Warfare Development Group From the Federal Labor-Management Relations Program"
William J. Clinton,"March 25, 1997","Executive Order 13040—Amendment to Executive Order 13017 Advisory Commission on Consumer Protection and Quality in the Health Care Industry"
William J. Clinton,"April 3, 1997","Executive Order 13041—Further Amendment to Executive Order 13010 as Amended"
William J. Clinton,"April 9, 1997","Executive Order 13042—Implementing for the United States Article VIII of the Agreement Establishing the World Trade Organization Concerning Legal Capacity and Privileges and Immunities"
